name,image_url,url,review_count,categories,rating,coordinates,price,phone,address
Bay City Bistro,https://s3-media4.fl.yelpcdn.com/bphoto/oRKv2IjQW5DTjGgP35HXZQ/o.jpg,https://www.yelp.com/biz/bay-city-bistro-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,55,"breakfast_brunch,burgers,sandwiches",4,"37.624022,-122.125605",$,15107864271,"['3979 Trust Way', 'Hayward, CA 94545']"
Donut King,https://s3-media2.fl.yelpcdn.com/bphoto/O1dwng2y0ITGLo_NVm2lmQ/o.jpg,https://www.yelp.com/biz/donut-king-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,122,donuts,4.5,"37.6777696525674,-121.874835109985",$,19254628986,"['1807 Santa Rita Rd', 'Ste A', 'Pleasanton, CA 94566']"
Auntie Anne's Pretzels,https://s3-media4.fl.yelpcdn.com/bphoto/elDTTnFrEd26rVSuzEzp4g/o.jpg,https://www.yelp.com/biz/auntie-annes-pretzels-livermore?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1,"pretzels,hotdogs,desserts",1,"37.6971422,-121.8420512",,19252927032,"['2792 Livermore Outlets Drive', 'Livermore, CA 94551']"
The Cupcake Shoppe,https://s3-media1.fl.yelpcdn.com/bphoto/YMCEP-Vgmwdi3K8kKabH7w/o.jpg,https://www.yelp.com/biz/the-cupcake-shoppe-hayward-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,580,"bakeries,cupcakes,customcakes",4,"37.6735982103604,-122.083446539574",$$,15107849000,"['22521 Main St', 'Hayward, CA 94541']"
Luluyum,https://s3-media1.fl.yelpcdn.com/bphoto/Wb-MmVl08pLiIIyjZjtMJg/o.jpg,https://www.yelp.com/biz/luluyum-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,60,"desserts,cakeshop,customcakes",4,"37.5633442,-122.3252495",,16502940275,"['30 E 3rd Ave', 'San Mateo, CA 94401']"
Flour&Soul,https://s3-media4.fl.yelpcdn.com/bphoto/psmpjePhvZ8_c1CFguM4cA/o.jpg,https://www.yelp.com/biz/flour-and-soul-belmont?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,2,bakeries,5,"37.5172,-122.28966",$$,19167991558,"['Belmont, CA 94002']"
BiteSize Baking,https://s3-media1.fl.yelpcdn.com/bphoto/vwCKbOX6jUDdn4OUHILHYQ/o.jpg,https://www.yelp.com/biz/bitesize-baking-redwood-city-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,86,"cupcakes,desserts",5,"37.4833297729492,-122.239486694336",$$,16502695191,"['Redwood City, CA 94062']"
Beurre Pastry Shop,https://s3-media2.fl.yelpcdn.com/bphoto/QRuXMurcNMJZ4L6-GZ7myQ/o.jpg,https://www.yelp.com/biz/beurre-pastry-shop-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,6,desserts,5,"37.585172417039466,-122.33127706095526",$$,16502950965,"['1000 N Idaho St', 'San Mateo, CA 94401']"
Cremelin,https://s3-media4.fl.yelpcdn.com/bphoto/uFgbz7ncD4B1tsB_fFjLig/o.jpg,https://www.yelp.com/biz/cremelin-redwood-city-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,37,"bakeries,russian",4.5,"37.48741,-122.20271",$,16502742574,"['Redwood City, CA 94063']"
Sweet E Bakeshoppe,https://s3-media2.fl.yelpcdn.com/bphoto/qetPnrScWhI5k8IcHaMwrA/o.jpg,https://www.yelp.com/biz/sweet-e-bakeshoppe-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,4,bakeries,5,"37.574836730957,-122.330291748047",,16505972253,"['San Mateo, CA 94401']"
M Sandwiches,https://s3-media3.fl.yelpcdn.com/bphoto/d6LrtDq7GeWhfpPsledU4Q/o.jpg,https://www.yelp.com/biz/m-sandwiches-san-mateo-5?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,457,"vietnamese,sandwiches",4.5,"37.56445414489384,-122.3222723",$$,16509314181,"['205 E 4th Ave', 'San Mateo, CA 94401']"
Sparkly Cakes,https://s3-media2.fl.yelpcdn.com/bphoto/zdEj239m8mxkQsyb5Ebykw/o.jpg,https://www.yelp.com/biz/sparkly-cakes-belmont?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,8,"cupcakes,customcakes",4.5,"37.5202145,-122.2758008",$,16503947140,"['Belmont, CA 94002']"
Go To Chocolate,https://s3-media1.fl.yelpcdn.com/bphoto/pe9lqNDrGxkmRbL7fq5AxA/o.jpg,https://www.yelp.com/biz/go-to-chocolate-san-carlos-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,45,chocolate,4.5,"37.505476847291,-122.256922870874",$$,16503391900,"['765 Old County Rd', 'San Carlos, CA 94070']"
Bernhard,https://s3-media1.fl.yelpcdn.com/bphoto/LPxHhXDzDCtc4VXKV93LtA/o.jpg,https://www.yelp.com/biz/bernhard-redwood-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,16,catering,5,"37.4857597351074,-122.223320007324",,16505307229,"['Redwood City, CA 94063']"
JellyJill Artisan Cake,https://s3-media2.fl.yelpcdn.com/bphoto/JSIdFZ4tqWo_17e10QWAKw/o.jpg,https://www.yelp.com/biz/jellyjill-artisan-cake-belmont-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,6,"desserts,customcakes,bakeries",5,"37.51349554700592,-122.29904700140781",,16507873065,"['Belmont, CA 94002']"
Le Market,https://s3-media1.fl.yelpcdn.com/bphoto/EMDGGadPQWpOG70MUukiUg/o.jpg,https://www.yelp.com/biz/le-market-redwood-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,2,bakeries,3.5,"37.52326,-122.261192",$$,16505989000,"['223 Twin Dolphin Dr', 'Redwood City, CA 94065']"
Blue Truck Bakery,https://s3-media4.fl.yelpcdn.com/bphoto/IWeCVet7MaCQdnmQT7MFcA/o.jpg,https://www.yelp.com/biz/blue-truck-bakery-san-carlos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,5,"bakeries,foodstands",5,"37.49928,-122.25351",,16504303047,"['1125 Walnut St', 'San Carlos, CA 94070']"
Cuisinett Bistro & Market,https://s3-media4.fl.yelpcdn.com/bphoto/LH_OJHgC7g-J30nn11q1Qg/o.jpg,https://www.yelp.com/biz/cuisinett-bistro-and-market-san-carlos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,900,"french,comfortfood",4.5,"37.50693541774288,-122.2603263",$$,16504533390,"['1105 San Carlos Ave', 'San Carlos, CA 94070']"
Harry's Hofbrau,https://s3-media4.fl.yelpcdn.com/bphoto/9_STYsboRDg2-zuFS6RouA/o.jpg,https://www.yelp.com/biz/harrys-hofbrau-redwood-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,676,"tradamerican,newamerican,sandwiches",4,"37.47798,-122.2235",$$,16503663733,"['1909 El Camino Real', 'Redwood City, CA 94063']"
Sweet Lil' Lo's Cookies,https://s3-media2.fl.yelpcdn.com/bphoto/c31Gx5d36gy6SavPHml28Q/o.jpg,https://www.yelp.com/biz/sweet-lil-los-cookies-burlingame-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,14,desserts,5,"37.578122987194185,-122.34735038879398",,,"['Burlingame , CA 94010']"
Plaza Gourmet Delicatessen,https://s3-media2.fl.yelpcdn.com/bphoto/-evKQ_8nFkKrbMXsQ0ChXA/o.jpg,https://www.yelp.com/biz/plaza-gourmet-delicatessen-foster-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,237,"delis,cheesesteaks,sandwiches",4,"37.5454495,-122.271864",$,16506380213,"['929 Edgewater Blvd', 'Foster City, CA 94404']"
Baked by Leila,https://s3-media3.fl.yelpcdn.com/bphoto/DqOtDv7qznyvchicWQFcRQ/o.jpg,https://www.yelp.com/biz/baked-by-leila-woodside?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,"bakeries,macarons,cupcakes",5,"37.46204,-122.23646",,16507662243,"['Woodside, CA 94061']"
Cakes By Maggie,https://s3-media2.fl.yelpcdn.com/bphoto/27uFJsJEGcKcP_nXPZKzpw/o.jpg,https://www.yelp.com/biz/cakes-by-maggie-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,36,"desserts,bakeries",4.5,"37.521268069434,-122.337166096295",$$,16509242253,"['205 De Anza Blvd', 'San Mateo, CA 94402']"
Namesake Cheesecake,https://s3-media3.fl.yelpcdn.com/bphoto/Gc2WRiDKE2Y8ZACOYr3haQ/o.jpg,https://www.yelp.com/biz/namesake-cheesecake-menlo-park?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,121,"bakeries,customcakes",4.5,"37.44994257110657,-122.1766733558197",$$,16508339529,"['425 El Camino Real', 'Menlo Park, CA 94025']"
Play Full Moon,https://s3-media3.fl.yelpcdn.com/bphoto/ElpxDV79L6YUnDPP1QLqtQ/o.jpg,https://www.yelp.com/biz/play-full-moon-san-mateo-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,7,"desserts,customcakes,cupcakes",5,"37.58037,-122.35093",,15106065350,"['San Mateo, CA 94010']"
La Morenita Market,https://s3-media4.fl.yelpcdn.com/bphoto/ZzmfIRM1uFpUAvXl2vi-DA/o.jpg,https://www.yelp.com/biz/la-morenita-market-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,66,"grocery,butcher,delis",4,"37.5571937561035,-122.310150146484",$,16502861914,"['1519 S Claremont St', 'San Mateo, CA 94402']"
Cuban Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/-vKMt4fabWBzFPCnJZXXdA/o.jpg,https://www.yelp.com/biz/cuban-kitchen-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,821,"cuban,sandwiches,mexican",4.5,"37.5338027,-122.2935263",$$,16506274636,"['3799 S El Camino Real', 'San Mateo, CA 94403']"
Slices,https://s3-media1.fl.yelpcdn.com/bphoto/VsjIZm54h7HmyEAJNr7rBg/o.jpg,https://www.yelp.com/biz/slices-san-mateo-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,101,"salad,pizza,sandwiches",4,"37.54121269383715,-122.29772814911497",,16507778422,"['3035 S Delaware St', 'Ste C', 'San Mateo, CA 94403']"
Crystal Springs Produce,https://s3-media2.fl.yelpcdn.com/bphoto/IWIgyWSjDUpPMunns8r0LA/o.jpg,https://www.yelp.com/biz/crystal-springs-produce-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,210,"markets,grocery",5,"37.5199813842773,-122.33846282959",$,16503935145,"['770 Polhemus Rd', 'San Mateo, CA 94402']"
Sandwich Monkey,https://s3-media2.fl.yelpcdn.com/bphoto/ktyRAWjyuQp266AExEoXCg/o.jpg,https://www.yelp.com/biz/sandwich-monkey-foster-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,307,sandwiches,3.5,"37.56419413756988,-122.27032449498697",$$,16502740264,"['3 Plaza View Ln', 'Foster City, CA 94404']"
Lorenzo's Sandwich Shop,https://s3-media2.fl.yelpcdn.com/bphoto/aRPQOtuimmqUUYKfLx8UGQ/o.jpg,https://www.yelp.com/biz/lorenzos-sandwich-shop-belmont?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,507,sandwiches,4.5,"37.5127526153161,-122.293408720031",$,16505924321,"['911 Villa Ave', 'Belmont, CA 94002']"
The Refuge,https://s3-media3.fl.yelpcdn.com/bphoto/zZ9CUouYeu48-POFNY0SsA/o.jpg,https://www.yelp.com/biz/the-refuge-san-carlos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,2266,"sandwiches,burgers,venues",4,"37.5018512,-122.2552651",$$,16505989813,"['963 Laurel St', 'San Carlos, CA 94070']"
Panera Bread,https://s3-media2.fl.yelpcdn.com/bphoto/aDviBKlRimPv5Z41lm9Aww/o.jpg,https://www.yelp.com/biz/panera-bread-foster-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,212,"soup,sandwiches,salad",2.5,"37.56189116455862,-122.27867194061754",$$,16503501106,"['1297 Chess Dr', 'Suite D', 'Foster City, CA 94404']"
Golden Glaze Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/By_ndHSmvTCNZEQbdVdQag/o.jpg,https://www.yelp.com/biz/golden-glaze-bakery-redwood-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,5,"bakeries,grocery",3.5,"37.47726,-122.20948",$,,"['2780 San Mateo Ave', 'Redwood City, CA 94063']"
25th Avenue Farmers' Market,https://s3-media2.fl.yelpcdn.com/bphoto/bcuOFBEv7SCMKPe0ZoPDMQ/o.jpg,https://www.yelp.com/biz/25th-avenue-farmers-market-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,24,"farmersmarket,markets",4,"37.54369288833505,-122.30980457116398",$,,"['194 W 25th Ave', 'San Mateo, CA 94403']"
Miss Louise Bakes,https://s3-media1.fl.yelpcdn.com/bphoto/m-rk_KuNIRciXu4co3e4kA/o.jpg,https://www.yelp.com/biz/miss-louise-bakes-san-jose-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,35,bakeries,5,"37.547426,-122.330592",$$,16507035151,"['San Jose, CA 95110']"
Steve's Cafe & Catering,https://s3-media4.fl.yelpcdn.com/bphoto/ra2eQlymCmor5S4IL4Y5PQ/o.jpg,https://www.yelp.com/biz/steves-cafe-and-catering-redwood-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,141,"catering,sandwiches",4.5,"37.5233116149902,-122.259155273438",$,16505089424,"['303 Twin Dolphin Dr', 'Redwood City, CA 94065']"
India Grocery and spice,https://s3-media2.fl.yelpcdn.com/bphoto/58nn_XfvK2E7XmYeBtwAmQ/o.jpg,https://www.yelp.com/biz/india-grocery-and-spice-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,30,"gourmet,grocery",4,"37.54091,-122.29109",$,16503763555,"['218 E Hillsdale Blvd', 'San Mateo, CA 94403']"
Grain D'or,,https://www.yelp.com/biz/grain-d-or-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,bakeries,3.5,"37.5375515,-122.2996802",$,,"['182 Hillsdale Mall', 'San Mateo, CA 94403']"
Edible Arrangements,https://s3-media3.fl.yelpcdn.com/bphoto/4zikSSwPngt0fBn7EEuSfw/o.jpg,https://www.yelp.com/biz/edible-arrangements-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,137,"giftshops,florists,chocolate",2.5,"37.5545832,-122.2922851",$$,16503501500,"['1866 S Norfolk St', 'San Mateo, CA 94403']"
Sweet Productions Inc.,,https://www.yelp.com/biz/sweet-productions-inc-san-carlos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,bakeries,2.5,"37.5081596,-122.2533875",$$$$,16506317777,"['915 Terminal Way', 'San Carlos, CA 94070']"
Mrs. Fields Hillsdale Center,https://s3-media1.fl.yelpcdn.com/bphoto/SWoHZqmHfVk6sOougN16dA/o.jpg,https://www.yelp.com/biz/mrs-fields-hillsdale-center-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,35,"desserts,bakeries",2.5,"37.537301,-122.300299",$,16505736481,"['453 Hillsdale Mall', 'San Mateo, CA 94403']"
The Patty Shack,https://s3-media1.fl.yelpcdn.com/bphoto/uRK5vZS-tI87EHtkqUu5jw/o.jpg,https://www.yelp.com/biz/the-patty-shack-redwood-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,527,"burgers,sandwiches",4,"37.4848721558788,-122.226050151696",$$,16503641400,"['909 Main St', 'Redwood City, CA 94063']"
Oak Grove Market,https://s3-media3.fl.yelpcdn.com/bphoto/texVtPmU4M5QxAMJJTAplw/o.jpg,https://www.yelp.com/biz/oak-grove-market-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,51,"grocery,delis",4.5,"37.5753521,-122.3357071",$,16504772127,"['305 Villa Ter', 'San Mateo, CA 94401']"
Rise Woodfire,https://s3-media3.fl.yelpcdn.com/bphoto/P5NE-eVimwMEd9p1-bEUyA/o.jpg,https://www.yelp.com/biz/rise-woodfire-san-mateo-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,305,"pizza,sandwiches,salad",4,"37.568040069446106,-122.3241125037116",$$,16503896918,"['2 N B St', 'San Mateo, CA 94401']"
Yessis Cake Creations,https://s3-media2.fl.yelpcdn.com/bphoto/2-mMmWBXmLZ2HJdH_Kk3Ow/o.jpg,https://www.yelp.com/biz/yessis-cake-creations-redwood-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,56,"customcakes,cupcakes",5,"37.4857597351074,-122.223320007324",,16507208044,"['Redwood City, CA 94063']"
Chavez Supermarket,https://s3-media2.fl.yelpcdn.com/bphoto/2fGki9J1Pw-_LvGkEuWP_w/o.jpg,https://www.yelp.com/biz/chavez-supermarket-san-mateo-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,85,"mexican,grocery,bakeries",3,"37.5711540126232,-122.310344939178",$$,16507813950,"['500 S Norfolk St', 'San Mateo, CA 94401']"
Sarah Lindsay Cakes of San Francisco,https://s3-media1.fl.yelpcdn.com/bphoto/AdQ9WB4WYv9udSqL2CKxSA/o.jpg,https://www.yelp.com/biz/sarah-lindsay-cakes-of-san-francisco-peninsula?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,24,"bakeries,desserts",5,"37.496226,-122.271659",$$,16504895752,"['Peninsula, CA 94070']"
Good Earth Cafe and Bakery,,https://www.yelp.com/biz/good-earth-cafe-and-bakery-redwood-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,bakeries,3,"37.478424,-122.213241",,16507800660,"['2565 Middlefield Rd', 'Redwood City, CA 94063']"
Ike's Place,https://s3-media2.fl.yelpcdn.com/bphoto/NoNHYjdBXQTMNE-OJEqS9g/o.jpg,https://www.yelp.com/biz/ikes-place-san-mateo-5?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,432,"sandwiches,gluten_free,vegan",4,"37.5674163928038,-122.31955400788",$$,16503758900,"['680 E 3rd Ave', 'San Mateo, CA 94401']"
Spice Ladle,https://s3-media3.fl.yelpcdn.com/bphoto/7Y4LdJR2g9joIKRnDra7VA/o.jpg,https://www.yelp.com/biz/spice-ladle-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,14,catering,5,"37.5676134,-122.3112709",,16506670805,"['724 S Amphlett Blvd', 'San Mateo, CA 94402']"
Lucky,https://s3-media2.fl.yelpcdn.com/bphoto/bdCX_daScRnufdHZzPk4_w/o.jpg,https://www.yelp.com/biz/lucky-san-carlos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,95,"grocery,bakeries",2.5,"37.5000343322754,-122.249229431152",$$,16506371780,"['1133 Old County Rd', 'San Carlos, CA 94070']"
Chavez Taqueria,https://s3-media3.fl.yelpcdn.com/bphoto/3-vmPl7fleepbRWBJ5OaOA/o.jpg,https://www.yelp.com/biz/chavez-taqueria-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,35,"mexican,meats,bakeries",3,"37.57135,-122.31028",$,16507813950,"['500 S Norfolk St', 'Chavez Supermarket', 'San Mateo, CA 94401']"
La Pasadita Market & Bakery,,https://www.yelp.com/biz/la-pasadita-market-and-bakery-redwood-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1,"bakeries,convenience",3,"37.4694023132324,-122.207321166992",$$,,"['151 5th Ave', 'Redwood City, CA 94061']"
Bonne Sante Broadway,https://s3-media3.fl.yelpcdn.com/bphoto/0NV8xFDP2F4t1Fg5rMP_dw/o.jpg,https://www.yelp.com/biz/bonne-sante-broadway-burlingame-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,675,"sandwiches,burgers,salad",4,"37.58459244144694,-122.3658788",$$,16503432076,"['1431 Broadway Ave', 'Burlingame, CA 94010']"
Ike's Love & Sandwiches,https://s3-media1.fl.yelpcdn.com/bphoto/qd19iSYFZc0nDtSzmaEVaQ/o.jpg,https://www.yelp.com/biz/ikes-love-and-sandwiches-burlingame-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,227,sandwiches,3,"37.5766,-122.34704",$$,16503152099,"['1400 Howard Ave', 'Burlingame, CA 94010']"
Mr Pickle's Sandwich Shop,https://s3-media3.fl.yelpcdn.com/bphoto/TUpxhQY4NLyIaaHsTNH8NQ/o.jpg,https://www.yelp.com/biz/mr-pickles-sandwich-shop-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,406,sandwiches,3.5,"37.5538,-122.31627",$,16505719170,"['1432 S El Camino Real', 'San Mateo, CA 94402']"
Petal Leaf,https://s3-media2.fl.yelpcdn.com/bphoto/tBTcFAeV423aqjcjQEJqlg/o.jpg,https://www.yelp.com/biz/petal-leaf-santa-clara-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,6,bakeries,4.5,"37.380783,-121.943543",,14086450999,"['500 Laurelwood Rd', 'Ste 13', 'Santa Clara, CA 95054']"
